channel,region,object_id,feature_name,feature_value,platedir,plate_row,plate_column
3,l3seg,3,q0_000,105.0,200129MZ072BBB07,A,2
3,l3seg,3,q0_250,177.0,200129MZ072BBB07,A,2
3,l3seg,3,q0_500,213.0,200129MZ072BBB07,A,2
3,l3seg,3,q0_750,263.0,200129MZ072BBB07,A,2
3,l3seg,3,q1_000,875.0,200129MZ072BBB07,A,2
4,l3seg,1,q0_000,106.0,200129MZ072BBB07,A,2
4,l3seg,1,q0_250,141.0,200129MZ072BBB07,A,2
4,l3seg,1,q0_500,171.0,200129MZ072BBB07,A,2
4,l3seg,1,q0_750,813.0,200129MZ072BBB07,A,2
4,l3seg,1,q1_000,3263.0,200129MZ072BBB07,A,2
4,l3seg,2,q0_000,104.0,200129MZ072BBB07,A,2
4,l3seg,2,q0_250,137.0,200129MZ072BBB07,A,2
4,l3seg,2,q0_500,157.0,200129MZ072BBB07,A,2
4,l3seg,2,q0_750,195.0,200129MZ072BBB07,A,2
4,l3seg,2,q1_000,1928.0,200129MZ072BBB07,A,2
4,l3seg,3,q0_000,109.0,200129MZ072BBB07,A,2
4,l3seg,3,q0_250,168.0,200129MZ072BBB07,A,2
4,l3seg,3,q0_500,201.0,200129MZ072BBB07,A,2
4,l3seg,3,q0_750,273.0,200129MZ072BBB07,A,2
4,l3seg,3,q1_000,2362.0,200129MZ072BBB07,A,2
1,l100seg,1,q0_000,1027.0,200129MZ072BBB07,A,2
1,l100seg,1,q0_250,1513.75,200129MZ072BBB07,A,2
1,l100seg,1,q0_500,1722.5,200129MZ072BBB07,A,2
1,l100seg,1,q0_750,1773.5,200129MZ072BBB07,A,2
1,l100seg,1,q1_000,1787.0,200129MZ072BBB07,A,2
1,l100seg,2,q0_000,178.0,200129MZ072BBB07,A,2
1,l100seg,2,q0_250,829.25,200129MZ072BBB07,A,2
1,l100seg,2,q0_500,1121.0,200129MZ072BBB07,A,2
1,l100seg,2,q0_750,1479.25,200129MZ072BBB07,A,2
1,l100seg,2,q1_000,3381.0,200129MZ072BBB07,A,2
1,l100seg,3,q0_000,210.0,200129MZ072BBB07,A,2
1,l100seg,3,q0_250,1472.0,200129MZ072BBB07,A,2
1,l100seg,3,q0_500,1893.5,200129MZ072BBB07,A,2
1,l100seg,3,q0_750,2448.0,200129MZ072BBB07,A,2
1,l100seg,3,q1_000,5945.0,200129MZ072BBB07,A,2
1,l100seg,4,q0_000,325.0,200129MZ072BBB07,A,2
1,l100seg,4,q0_250,1845.75,200129MZ072BBB07,A,2
1,l100seg,4,q0_500,2302.0,200129MZ072BBB07,A,2
1,l100seg,4,q0_750,2750.0,200129MZ072BBB07,A,2
1,l100seg,4,q1_000,9363.0,200129MZ072BBB07,A,2
1,l100seg,5,q0_000,278.0,200129MZ072BBB07,A,2
1,l100seg,5,q0_250,1966.0,200129MZ072BBB07,A,2
1,l100seg,5,q0_500,2281.0,200129MZ072BBB07,A,2
1,l100seg,5,q0_750,2728.0,200129MZ072BBB07,A,2
1,l100seg,5,q1_000,8056.0,200129MZ072BBB07,A,2
1,l100seg,6,q0_000,299.0,200129MZ072BBB07,A,2
1,l100seg,6,q0_250,1933.0,200129MZ072BBB07,A,2
1,l100seg,6,q0_500,2436.0,200129MZ072BBB07,A,2
1,l100seg,6,q0_750,2919.0,200129MZ072BBB07,A,2
1,l100seg,6,q1_000,6539.0,200129MZ072BBB07,A,2
1,l100seg,7,q0_000,297.0,200129MZ072BBB07,A,2
1,l100seg,7,q0_250,1999.0,200129MZ072BBB07,A,2
1,l100seg,7,q0_500,2406.0,200129MZ072BBB07,A,2
1,l100seg,7,q0_750,2839.5,200129MZ072BBB07,A,2
1,l100seg,7,q1_000,7108.0,200129MZ072BBB07,A,2
1,l100seg,8,q0_000,251.0,200129MZ072BBB07,A,2
1,l100seg,8,q0_250,1821.0,200129MZ072BBB07,A,2
1,l100seg,8,q0_500,2266.0,200129MZ072BBB07,A,2
1,l100seg,8,q0_750,2663.0,200129MZ072BBB07,A,2
1,l100seg,8,q1_000,8056.0,200129MZ072BBB07,A,2
1,l100seg,9,q0_000,286.0,200129MZ072BBB07,A,2
1,l100seg,9,q0_250,1764.0,200129MZ072BBB07,A,2
1,l100seg,9,q0_500,2202.5,200129MZ072BBB07,A,2
1,l100seg,9,q0_750,2627.0,200129MZ072BBB07,A,2
1,l100seg,9,q1_000,7770.0,200129MZ072BBB07,A,2
1,l100seg,10,q0_000,334.0,200129MZ072BBB07,A,2
1,l100seg,10,q0_250,1700.0,200129MZ072BBB07,A,2
1,l100seg,10,q0_500,2149.0,200129MZ072BBB07,A,2
1,l100seg,10,q0_750,2655.0,200129MZ072BBB07,A,2
1,l100seg,10,q1_000,5832.0,200129MZ072BBB07,A,2
1,l100seg,11,q0_000,513.0,200129MZ072BBB07,A,2
1,l100seg,11,q0_250,1465.0,200129MZ072BBB07,A,2
1,l100seg,11,q0_500,1798.0,200129MZ072BBB07,A,2
1,l100seg,11,q0_750,2484.0,200129MZ072BBB07,A,2
1,l100seg,11,q1_000,5399.0,200129MZ072BBB07,A,2
1,l100seg,12,q0_000,498.0,200129MZ072BBB07,A,2
1,l100seg,12,q0_250,1604.0,200129MZ072BBB07,A,2
1,l100seg,12,q0_500,2106.5,200129MZ072BBB07,A,2
1,l100seg,12,q0_750,2655.0,200129MZ072BBB07,A,2
1,l100seg,12,q1_000,10581.0,200129MZ072BBB07,A,2
1,l100seg,13,q0_000,414.0,200129MZ072BBB07,A,2
1,l100seg,13,q0_250,1790.0,200129MZ072BBB07,A,2
1,l100seg,13,q0_500,2187.0,200129MZ072BBB07,A,2
1,l100seg,13,q0_750,2790.0,200129MZ072BBB07,A,2
1,l100seg,13,q1_000,8824.0,200129MZ072BBB07,A,2
1,l100seg,14,q0_000,403.0,200129MZ072BBB07,A,2
1,l100seg,14,q0_250,1799.0,200129MZ072BBB07,A,2
1,l100seg,14,q0_500,2438.0,200129MZ072BBB07,A,2
1,l100seg,14,q0_750,3027.0,200129MZ072BBB07,A,2
1,l100seg,14,q1_000,5755.0,200129MZ072BBB07,A,2
1,l100seg,15,q0_000,398.0,200129MZ072BBB07,A,2
1,l100seg,15,q0_250,1816.25,200129MZ072BBB07,A,2
1,l100seg,15,q0_500,2448.0,200129MZ072BBB07,A,2
1,l100seg,15,q0_750,3100.0,200129MZ072BBB07,A,2
1,l100seg,15,q1_000,5332.0,200129MZ072BBB07,A,2
1,l100seg,16,q0_000,457.0,200129MZ072BBB07,A,2
1,l100seg,16,q0_250,2076.0,200129MZ072BBB07,A,2
1,l100seg,16,q0_500,2654.0,200129MZ072BBB07,A,2
1,l100seg,16,q0_750,3379.0,200129MZ072BBB07,A,2
1,l100seg,16,q1_000,9191.0,200129MZ072BBB07,A,2
1,l100seg,17,q0_000,475.0,200129MZ072BBB07,A,2
1,l100seg,17,q0_250,2017.0,200129MZ072BBB07,A,2
1,l100seg,17,q0_500,2593.0,200129MZ072BBB07,A,2
1,l100seg,17,q0_750,3264.5,200129MZ072BBB07,A,2
1,l100seg,17,q1_000,7847.0,200129MZ072BBB07,A,2
1,l100seg,18,q0_000,462.0,200129MZ072BBB07,A,2
1,l100seg,18,q0_250,1742.0,200129MZ072BBB07,A,2
1,l100seg,18,q0_500,2264.0,200129MZ072BBB07,A,2
1,l100seg,18,q0_750,3017.0,200129MZ072BBB07,A,2
1,l100seg,18,q1_000,10411.0,200129MZ072BBB07,A,2
1,l100seg,19,q0_000,494.0,200129MZ072BBB07,A,2
1,l100seg,19,q0_250,1698.0,200129MZ072BBB07,A,2
1,l100seg,19,q0_500,2357.0,200129MZ072BBB07,A,2
1,l100seg,19,q0_750,3299.0,200129MZ072BBB07,A,2
1,l100seg,19,q1_000,9183.0,200129MZ072BBB07,A,2
1,l100seg,20,q0_000,397.0,200129MZ072BBB07,A,2
1,l100seg,20,q0_250,1816.0,200129MZ072BBB07,A,2
1,l100seg,20,q0_500,2462.0,200129MZ072BBB07,A,2
1,l100seg,20,q0_750,3197.0,200129MZ072BBB07,A,2
1,l100seg,20,q1_000,9286.0,200129MZ072BBB07,A,2
1,l100seg,21,q0_000,399.0,200129MZ072BBB07,A,2
1,l100seg,21,q0_250,2047.0,200129MZ072BBB07,A,2
1,l100seg,21,q0_500,2548.0,200129MZ072BBB07,A,2
1,l100seg,21,q0_750,3307.0,200129MZ072BBB07,A,2
1,l100seg,21,q1_000,9757.0,200129MZ072BBB07,A,2
1,l100seg,22,q0_000,408.0,200129MZ072BBB07,A,2
1,l100seg,22,q0_250,2162.75,200129MZ072BBB07,A,2
1,l100seg,22,q0_500,2729.5,200129MZ072BBB07,A,2
1,l100seg,22,q0_750,3433.0,200129MZ072BBB07,A,2
1,l100seg,22,q1_000,8271.0,200129MZ072BBB07,A,2
1,l100seg,23,q0_000,497.0,200129MZ072BBB07,A,2
1,l100seg,23,q0_250,2208.0,200129MZ072BBB07,A,2
1,l100seg,23,q0_500,2737.0,200129MZ072BBB07,A,2
1,l100seg,23,q0_750,3547.0,200129MZ072BBB07,A,2
1,l100seg,23,q1_000,8349.0,200129MZ072BBB07,A,2
1,l100seg,24,q0_000,498.0,200129MZ072BBB07,A,2
1,l100seg,24,q0_250,2186.0,200129MZ072BBB07,A,2
1,l100seg,24,q0_500,2603.0,200129MZ072BBB07,A,2
1,l100seg,24,q0_750,3214.0,200129MZ072BBB07,A,2
1,l100seg,24,q1_000,9154.0,200129MZ072BBB07,A,2
1,l100seg,25,q0_000,548.0,200129MZ072BBB07,A,2
1,l100seg,25,q0_250,1997.0,200129MZ072BBB07,A,2
1,l100seg,25,q0_500,2461.0,200129MZ072BBB07,A,2
1,l100seg,25,q0_750,3175.0,200129MZ072BBB07,A,2
1,l100seg,25,q1_000,9381.0,200129MZ072BBB07,A,2
1,l100seg,26,q0_000,397.0,200129MZ072BBB07,A,2
1,l100seg,26,q0_250,1767.0,200129MZ072BBB07,A,2
1,l100seg,26,q0_500,2357.0,200129MZ072BBB07,A,2
1,l100seg,26,q0_750,3066.75,200129MZ072BBB07,A,2
1,l100seg,26,q1_000,12313.0,200129MZ072BBB07,A,2
1,l100seg,27,q0_000,399.0,200129MZ072BBB07,A,2
1,l100seg,27,q0_250,1810.5,200129MZ072BBB07,A,2
1,l100seg,27,q0_500,2442.0,200129MZ072BBB07,A,2
1,l100seg,27,q0_750,3090.5,200129MZ072BBB07,A,2
1,l100seg,27,q1_000,8883.0,200129MZ072BBB07,A,2
1,l100seg,28,q0_000,449.0,200129MZ072BBB07,A,2
1,l100seg,28,q0_250,1786.0,200129MZ072BBB07,A,2
1,l100seg,28,q0_500,2265.0,200129MZ072BBB07,A,2
1,l100seg,28,q0_750,3028.75,200129MZ072BBB07,A,2
1,l100seg,28,q1_000,7809.0,200129MZ072BBB07,A,2
1,l100seg,29,q0_000,404.0,200129MZ072BBB07,A,2
1,l100seg,29,q0_250,1678.0,200129MZ072BBB07,A,2
1,l100seg,29,q0_500,2179.0,200129MZ072BBB07,A,2
1,l100seg,29,q0_750,2734.0,200129MZ072BBB07,A,2
1,l100seg,29,q1_000,10794.0,200129MZ072BBB07,A,2
1,l100seg,30,q0_000,254.0,200129MZ072BBB07,A,2
1,l100seg,30,q0_250,1770.5,200129MZ072BBB07,A,2
1,l100seg,30,q0_500,2285.0,200129MZ072BBB07,A,2
1,l100seg,30,q0_750,2839.5,200129MZ072BBB07,A,2
1,l100seg,30,q1_000,9097.0,200129MZ072BBB07,A,2
1,l100seg,31,q0_000,425.0,200129MZ072BBB07,A,2
1,l100seg,31,q0_250,1618.0,200129MZ072BBB07,A,2
1,l100seg,31,q0_500,2258.0,200129MZ072BBB07,A,2
1,l100seg,31,q0_750,2928.5,200129MZ072BBB07,A,2
1,l100seg,31,q1_000,9843.0,200129MZ072BBB07,A,2
1,l100seg,32,q0_000,375.0,200129MZ072BBB07,A,2
1,l100seg,32,q0_250,1797.25,200129MZ072BBB07,A,2
1,l100seg,32,q0_500,2321.0,200129MZ072BBB07,A,2
1,l100seg,32,q0_750,2903.0,200129MZ072BBB07,A,2
1,l100seg,32,q1_000,7618.0,200129MZ072BBB07,A,2
1,l100seg,33,q0_000,335.0,200129MZ072BBB07,A,2
1,l100seg,33,q0_250,1650.0,200129MZ072BBB07,A,2
1,l100seg,33,q0_500,2130.0,200129MZ072BBB07,A,2
1,l100seg,33,q0_750,2727.0,200129MZ072BBB07,A,2
1,l100seg,33,q1_000,8305.0,200129MZ072BBB07,A,2
1,l100seg,34,q0_000,433.0,200129MZ072BBB07,A,2
1,l100seg,34,q0_250,1489.0,200129MZ072BBB07,A,2
1,l100seg,34,q0_500,2001.0,200129MZ072BBB07,A,2
1,l100seg,34,q0_750,2569.0,200129MZ072BBB07,A,2
1,l100seg,34,q1_000,6861.0,200129MZ072BBB07,A,2
1,l100seg,35,q0_000,269.0,200129MZ072BBB07,A,2
1,l100seg,35,q0_250,1571.75,200129MZ072BBB07,A,2
1,l100seg,35,q0_500,2191.0,200129MZ072BBB07,A,2
1,l100seg,35,q0_750,2875.0,200129MZ072BBB07,A,2
1,l100seg,35,q1_000,8951.0,200129MZ072BBB07,A,2
1,l100seg,36,q0_000,287.0,200129MZ072BBB07,A,2
1,l100seg,36,q0_250,1699.0,200129MZ072BBB07,A,2
1,l100seg,36,q0_500,2359.0,200129MZ072BBB07,A,2
1,l100seg,36,q0_750,3144.0,200129MZ072BBB07,A,2
1,l100seg,36,q1_000,8667.0,200129MZ072BBB07,A,2
1,l100seg,37,q0_000,352.0,200129MZ072BBB07,A,2
1,l100seg,37,q0_250,1731.0,200129MZ072BBB07,A,2
1,l100seg,37,q0_500,2444.0,200129MZ072BBB07,A,2
1,l100seg,37,q0_750,3028.0,200129MZ072BBB07,A,2
1,l100seg,37,q1_000,7946.0,200129MZ072BBB07,A,2
1,l100seg,38,q0_000,322.0,200129MZ072BBB07,A,2
1,l100seg,38,q0_250,1960.0,200129MZ072BBB07,A,2
1,l100seg,38,q0_500,2470.0,200129MZ072BBB07,A,2
1,l100seg,38,q0_750,3106.0,200129MZ072BBB07,A,2
1,l100seg,38,q1_000,8798.0,200129MZ072BBB07,A,2
1,l100seg,39,q0_000,302.0,200129MZ072BBB07,A,2
1,l100seg,39,q0_250,1998.0,200129MZ072BBB07,A,2
1,l100seg,39,q0_500,2520.0,200129MZ072BBB07,A,2
1,l100seg,39,q0_750,3259.0,200129MZ072BBB07,A,2
1,l100seg,39,q1_000,11534.0,200129MZ072BBB07,A,2
1,l100seg,40,q0_000,319.0,200129MZ072BBB07,A,2
1,l100seg,40,q0_250,2019.0,200129MZ072BBB07,A,2
1,l100seg,40,q0_500,2530.0,200129MZ072BBB07,A,2
1,l100seg,40,q0_750,3219.0,200129MZ072BBB07,A,2
1,l100seg,40,q1_000,9155.0,200129MZ072BBB07,A,2
1,l100seg,41,q0_000,384.0,200129MZ072BBB07,A,2
1,l100seg,41,q0_250,2171.0,200129MZ072BBB07,A,2
1,l100seg,41,q0_500,2647.0,200129MZ072BBB07,A,2
1,l100seg,41,q0_750,3357.0,200129MZ072BBB07,A,2
1,l100seg,41,q1_000,9792.0,200129MZ072BBB07,A,2
1,l100seg,42,q0_000,384.0,200129MZ072BBB07,A,2
1,l100seg,42,q0_250,2031.0,200129MZ072BBB07,A,2
1,l100seg,42,q0_500,2798.0,200129MZ072BBB07,A,2
1,l100seg,42,q0_750,3619.0,200129MZ072BBB07,A,2
1,l100seg,42,q1_000,9758.0,200129MZ072BBB07,A,2
1,l100seg,43,q0_000,400.0,200129MZ072BBB07,A,2
1,l100seg,43,q0_250,1952.25,200129MZ072BBB07,A,2
1,l100seg,43,q0_500,2613.0,200129MZ072BBB07,A,2
1,l100seg,43,q0_750,3531.0,200129MZ072BBB07,A,2
1,l100seg,43,q1_000,9919.0,200129MZ072BBB07,A,2
1,l100seg,44,q0_000,420.0,200129MZ072BBB07,A,2
1,l100seg,44,q0_250,1915.0,200129MZ072BBB07,A,2
1,l100seg,44,q0_500,2493.0,200129MZ072BBB07,A,2
1,l100seg,44,q0_750,3323.0,200129MZ072BBB07,A,2
1,l100seg,44,q1_000,9658.0,200129MZ072BBB07,A,2
1,l100seg,45,q0_000,442.0,200129MZ072BBB07,A,2
1,l100seg,45,q0_250,1847.0,200129MZ072BBB07,A,2
1,l100seg,45,q0_500,2506.0,200129MZ072BBB07,A,2
1,l100seg,45,q0_750,3439.0,200129MZ072BBB07,A,2
1,l100seg,45,q1_000,9388.0,200129MZ072BBB07,A,2
1,l100seg,46,q0_000,433.0,200129MZ072BBB07,A,2
1,l100seg,46,q0_250,1874.0,200129MZ072BBB07,A,2
1,l100seg,46,q0_500,2537.0,200129MZ072BBB07,A,2
1,l100seg,46,q0_750,3370.75,200129MZ072BBB07,A,2
1,l100seg,46,q1_000,9020.0,200129MZ072BBB07,A,2
1,l100seg,47,q0_000,478.0,200129MZ072BBB07,A,2
1,l100seg,47,q0_250,1948.0,200129MZ072BBB07,A,2
1,l100seg,47,q0_500,2615.0,200129MZ072BBB07,A,2
1,l100seg,47,q0_750,3451.5,200129MZ072BBB07,A,2
1,l100seg,47,q1_000,8539.0,200129MZ072BBB07,A,2
1,l100seg,48,q0_000,469.0,200129MZ072BBB07,A,2
1,l100seg,48,q0_250,1809.0,200129MZ072BBB07,A,2
1,l100seg,48,q0_500,2443.0,200129MZ072BBB07,A,2
1,l100seg,48,q0_750,3144.0,200129MZ072BBB07,A,2
1,l100seg,48,q1_000,10787.0,200129MZ072BBB07,A,2
1,l100seg,49,q0_000,436.0,200129MZ072BBB07,A,2
1,l100seg,49,q0_250,1864.0,200129MZ072BBB07,A,2
1,l100seg,49,q0_500,2517.0,200129MZ072BBB07,A,2
1,l100seg,49,q0_750,3401.75,200129MZ072BBB07,A,2
1,l100seg,49,q1_000,12190.0,200129MZ072BBB07,A,2
1,l100seg,50,q0_000,417.0,200129MZ072BBB07,A,2
1,l100seg,50,q0_250,1882.0,200129MZ072BBB07,A,2
1,l100seg,50,q0_500,2483.0,200129MZ072BBB07,A,2
1,l100seg,50,q0_750,3399.75,200129MZ072BBB07,A,2
1,l100seg,50,q1_000,8743.0,200129MZ072BBB07,A,2
1,l100seg,51,q0_000,400.0,200129MZ072BBB07,A,2
1,l100seg,51,q0_250,1994.0,200129MZ072BBB07,A,2
1,l100seg,51,q0_500,2507.0,200129MZ072BBB07,A,2
1,l100seg,51,q0_750,3263.25,200129MZ072BBB07,A,2
1,l100seg,51,q1_000,10905.0,200129MZ072BBB07,A,2
1,l100seg,52,q0_000,513.0,200129MZ072BBB07,A,2
1,l100seg,52,q0_250,1839.0,200129MZ072BBB07,A,2
1,l100seg,52,q0_500,2528.0,200129MZ072BBB07,A,2
1,l100seg,52,q0_750,3376.0,200129MZ072BBB07,A,2
1,l100seg,52,q1_000,9606.0,200129MZ072BBB07,A,2
1,l100seg,53,q0_000,362.0,200129MZ072BBB07,A,2
1,l100seg,53,q0_250,1879.0,200129MZ072BBB07,A,2
1,l100seg,53,q0_500,2486.0,200129MZ072BBB07,A,2
1,l100seg,53,q0_750,3273.0,200129MZ072BBB07,A,2
1,l100seg,53,q1_000,10996.0,200129MZ072BBB07,A,2
1,l100seg,54,q0_000,392.0,200129MZ072BBB07,A,2
1,l100seg,54,q0_250,1938.25,200129MZ072BBB07,A,2
1,l100seg,54,q0_500,2468.0,200129MZ072BBB07,A,2
1,l100seg,54,q0_750,3179.0,200129MZ072BBB07,A,2
1,l100seg,54,q1_000,11453.0,200129MZ072BBB07,A,2
1,l100seg,55,q0_000,497.0,200129MZ072BBB07,A,2
1,l100seg,55,q0_250,1922.0,200129MZ072BBB07,A,2
1,l100seg,55,q0_500,2476.0,200129MZ072BBB07,A,2
1,l100seg,55,q0_750,3146.0,200129MZ072BBB07,A,2
1,l100seg,55,q1_000,7917.0,200129MZ072BBB07,A,2
1,l100seg,56,q0_000,468.0,200129MZ072BBB07,A,2
1,l100seg,56,q0_250,1967.0,200129MZ072BBB07,A,2
1,l100seg,56,q0_500,2509.0,200129MZ072BBB07,A,2
1,l100seg,56,q0_750,3226.0,200129MZ072BBB07,A,2
1,l100seg,56,q1_000,7042.0,200129MZ072BBB07,A,2
1,l100seg,57,q0_000,330.0,200129MZ072BBB07,A,2
1,l100seg,57,q0_250,2178.0,200129MZ072BBB07,A,2
1,l100seg,57,q0_500,2654.0,200129MZ072BBB07,A,2
1,l100seg,57,q0_750,3345.0,200129MZ072BBB07,A,2
1,l100seg,57,q1_000,9866.0,200129MZ072BBB07,A,2
1,l100seg,58,q0_000,434.0,200129MZ072BBB07,A,2
1,l100seg,58,q0_250,2040.0,200129MZ072BBB07,A,2
1,l100seg,58,q0_500,2570.0,200129MZ072BBB07,A,2
1,l100seg,58,q0_750,3332.0,200129MZ072BBB07,A,2
1,l100seg,58,q1_000,9678.0,200129MZ072BBB07,A,2
1,l100seg,59,q0_000,308.0,200129MZ072BBB07,A,2
1,l100seg,59,q0_250,2145.0,200129MZ072BBB07,A,2
1,l100seg,59,q0_500,2644.0,200129MZ072BBB07,A,2
1,l100seg,59,q0_750,3287.0,200129MZ072BBB07,A,2
1,l100seg,59,q1_000,10196.0,200129MZ072BBB07,A,2
1,l100seg,60,q0_000,339.0,200129MZ072BBB07,A,2
1,l100seg,60,q0_250,2108.5,200129MZ072BBB07,A,2
1,l100seg,60,q0_500,2587.0,200129MZ072BBB07,A,2
1,l100seg,60,q0_750,3245.0,200129MZ072BBB07,A,2
1,l100seg,60,q1_000,7932.0,200129MZ072BBB07,A,2
1,l100seg,61,q0_000,342.0,200129MZ072BBB07,A,2
1,l100seg,61,q0_250,2129.0,200129MZ072BBB07,A,2
